evaluation_id,protocol_id,task_identity_id,dataset_artifact_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,audit_notes
conch15.titan2025.t50.1.simpleshot.balanced_accuracy,conch15.titan2025.t50.1.simpleshot.balanced_accuracy,task.cptac-coad.cptac-coad-msi-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD MSI status,molecular_biomarker,MSI,patient,classification,103,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t50.1.simpleshot.weighted_f1,conch15.titan2025.t50.1.simpleshot.weighted_f1,task.cptac-coad.cptac-coad-msi-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD MSI status,molecular_biomarker,MSI,patient,classification,103,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.0.knn.balanced_accuracy,conch15.titan2025.t51.0.knn.balanced_accuracy,task.tcga-crc.tcga-crc-braf-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC BRAF status,molecular_biomarker,BRAF,patient,classification,487,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.0.knn.weighted_f1,conch15.titan2025.t51.0.knn.weighted_f1,task.tcga-crc.tcga-crc-braf-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC BRAF status,molecular_biomarker,BRAF,patient,classification,487,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.0.logistic_regression.auroc,conch15.titan2025.t51.0.logistic_regression.auroc,task.tcga-crc.tcga-crc-braf-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC BRAF status,molecular_biomarker,BRAF,patient,classification,487,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.0.logistic_regression.balanced_accuracy,conch15.titan2025.t51.0.logistic_regression.balanced_accuracy,task.tcga-crc.tcga-crc-braf-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC BRAF status,molecular_biomarker,BRAF,patient,classification,487,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.0.simpleshot.balanced_accuracy,conch15.titan2025.t51.0.simpleshot.balanced_accuracy,task.tcga-crc.tcga-crc-braf-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC BRAF status,molecular_biomarker,BRAF,patient,classification,487,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.0.simpleshot.weighted_f1,conch15.titan2025.t51.0.simpleshot.weighted_f1,task.tcga-crc.tcga-crc-braf-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC BRAF status,molecular_biomarker,BRAF,patient,classification,487,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.1.knn.balanced_accuracy,conch15.titan2025.t51.1.knn.balanced_accuracy,task.cptac-coad.cptac-coad-braf-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD BRAF status,molecular_biomarker,BRAF,patient,classification,103,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.1.knn.weighted_f1,conch15.titan2025.t51.1.knn.weighted_f1,task.cptac-coad.cptac-coad-braf-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD BRAF status,molecular_biomarker,BRAF,patient,classification,103,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.1.logistic_regression.auroc,conch15.titan2025.t51.1.logistic_regression.auroc,task.cptac-coad.cptac-coad-braf-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD BRAF status,molecular_biomarker,BRAF,patient,classification,103,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.1.logistic_regression.balanced_accuracy,conch15.titan2025.t51.1.logistic_regression.balanced_accuracy,task.cptac-coad.cptac-coad-braf-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD BRAF status,molecular_biomarker,BRAF,patient,classification,103,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.1.simpleshot.balanced_accuracy,conch15.titan2025.t51.1.simpleshot.balanced_accuracy,task.cptac-coad.cptac-coad-braf-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD BRAF status,molecular_biomarker,BRAF,patient,classification,103,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t51.1.simpleshot.weighted_f1,conch15.titan2025.t51.1.simpleshot.weighted_f1,task.cptac-coad.cptac-coad-braf-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD BRAF status,molecular_biomarker,BRAF,patient,classification,103,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.0.knn.balanced_accuracy,conch15.titan2025.t52.0.knn.balanced_accuracy,task.tcga-crc.tcga-crc-kras-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC KRAS status,molecular_biomarker,KRAS,patient,classification,not_reported,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.0.knn.weighted_f1,conch15.titan2025.t52.0.knn.weighted_f1,task.tcga-crc.tcga-crc-kras-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC KRAS status,molecular_biomarker,KRAS,patient,classification,not_reported,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.0.logistic_regression.auroc,conch15.titan2025.t52.0.logistic_regression.auroc,task.tcga-crc.tcga-crc-kras-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC KRAS status,molecular_biomarker,KRAS,patient,classification,not_reported,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.0.logistic_regression.balanced_accuracy,conch15.titan2025.t52.0.logistic_regression.balanced_accuracy,task.tcga-crc.tcga-crc-kras-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC KRAS status,molecular_biomarker,KRAS,patient,classification,not_reported,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.0.simpleshot.balanced_accuracy,conch15.titan2025.t52.0.simpleshot.balanced_accuracy,task.tcga-crc.tcga-crc-kras-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC KRAS status,molecular_biomarker,KRAS,patient,classification,not_reported,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.0.simpleshot.weighted_f1,conch15.titan2025.t52.0.simpleshot.weighted_f1,task.tcga-crc.tcga-crc-kras-status,artifact.tcga-crc,titan_patch_encoder,tcga-crc,TCGA-CRC KRAS status,molecular_biomarker,KRAS,patient,classification,not_reported,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.1.knn.balanced_accuracy,conch15.titan2025.t52.1.knn.balanced_accuracy,task.cptac-coad.cptac-coad-kras-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD KRAS status,molecular_biomarker,KRAS,patient,classification,103,knn,balanced_accuracy,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.1.knn.weighted_f1,conch15.titan2025.t52.1.knn.weighted_f1,task.cptac-coad.cptac-coad-kras-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD KRAS status,molecular_biomarker,KRAS,patient,classification,103,knn,weighted_f1,higher,knn; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.1.logistic_regression.auroc,conch15.titan2025.t52.1.logistic_regression.auroc,task.cptac-coad.cptac-coad-kras-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD KRAS status,molecular_biomarker,KRAS,patient,classification,103,logistic_regression,auroc,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.1.logistic_regression.balanced_accuracy,conch15.titan2025.t52.1.logistic_regression.balanced_accuracy,task.cptac-coad.cptac-coad-kras-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD KRAS status,molecular_biomarker,KRAS,patient,classification,103,logistic_regression,balanced_accuracy,higher,logistic_regression; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.1.simpleshot.balanced_accuracy,conch15.titan2025.t52.1.simpleshot.balanced_accuracy,task.cptac-coad.cptac-coad-kras-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD KRAS status,molecular_biomarker,KRAS,patient,classification,103,simpleshot,balanced_accuracy,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t52.1.simpleshot.weighted_f1,conch15.titan2025.t52.1.simpleshot.weighted_f1,task.cptac-coad.cptac-coad-kras-status,artifact.cptac-coad,titan_patch_encoder,cptac-coad,CPTAC-COAD KRAS status,molecular_biomarker,KRAS,patient,classification,103,simpleshot,weighted_f1,higher,simpleshot; embedding=mean-pooled frozen CONCHv1.5 patch embeddings; magnification=20x patches; slide mean pooling,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public leaf protocol cell.
conch15.titan2025.t82.abmil.k1.balanced_accuracy,conch15.titan2025.t82.abmil.k1.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,abmil; 1-shot per class,balanced_accuracy,higher,abmil; 1-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.abmil.k16.balanced_accuracy,conch15.titan2025.t82.abmil.k16.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,abmil; 16-shot per class,balanced_accuracy,higher,abmil; 16-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.abmil.k2.balanced_accuracy,conch15.titan2025.t82.abmil.k2.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,abmil; 2-shot per class,balanced_accuracy,higher,abmil; 2-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.abmil.k32.balanced_accuracy,conch15.titan2025.t82.abmil.k32.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,abmil; 32-shot per class,balanced_accuracy,higher,abmil; 32-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.abmil.k4.balanced_accuracy,conch15.titan2025.t82.abmil.k4.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,abmil; 4-shot per class,balanced_accuracy,higher,abmil; 4-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.abmil.k8.balanced_accuracy,conch15.titan2025.t82.abmil.k8.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,abmil; 8-shot per class,balanced_accuracy,higher,abmil; 8-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.linear_probe.k1.balanced_accuracy,conch15.titan2025.t82.linear_probe.k1.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,linear_probe; 1-shot per class,balanced_accuracy,higher,linear_probe; 1-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
conch15.titan2025.t82.linear_probe.k16.balanced_accuracy,conch15.titan2025.t82.linear_probe.k16.balanced_accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_patch_encoder,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,linear_probe; 16-shot per class,balanced_accuracy,higher,linear_probe; 16-shot per class; embedding=frozen CONCHv1.5 patch embeddings; magnification=20x patches,https://www.nature.com/articles/s41591-025-03982-3,parsed_primary_source,Public few-shot leaf cell.
